sample,agegroup,diff_cum
509,60-69,97347.91094617985
509,70-79,84446.96870580326
509,80+,63417.37432108311
510,50-59,36280.7917606485
510,60-69,100669.89473851853
510,70-79,79446.473129935
510,80+,65835.23767654301
511,50-59,38583.27286571212
511,60-69,103845.83455158838
511,70-79,86691.43115361882
511,80+,63460.96247739251
512,50-59,32973.58015044022
512,60-69,96259.38876922049
512,70-79,90635.67897088888
512,80+,62272.267694137365
513,50-59,34086.37862386246
513,60-69,92505.3552208072
513,70-79,84788.45659621079
513,80+,61985.70196413062
514,50-59,34625.24904858927
514,60-69,150944.13818950672
514,70-79,86210.20366372213
514,80+,65389.56729675564
515,50-59,34586.725919768236
515,60-69,90742.83074410736
515,70-79,90093.93561770147
515,80+,63393.70970091695
516,50-59,31126.89451005814
516,60-69,77967.8335150717
516,70-79,82770.27211183232
516,80+,63400.58883707022
517,50-59,31701.016446990136
517,60-69,127002.78415640138
517,70-79,80114.24245512659
517,80+,62889.8429573483
518,50-59,34449.75713479546
518,60-69,112164.79368596678
518,70-79,86128.12081831772
518,80+,64803.23931996269
519,50-59,37418.00973087239
519,60-69,106601.74016729725
519,70-79,80999.19138909578
519,80+,65989.43920661761
520,50-59,38324.2070026469
520,60-69,97517.32295588324
520,70-79,84690.65025330218
520,80+,62884.71633720819
521,50-59,34769.88024481048
521,60-69,70967.43993367128
521,70-79,85539.04235017604
521,80+,66411.80880255268
522,50-59,26945.86589830946
522,60-69,67137.13249996772
522,70-79,86520.77028678809
522,80+,61944.07856075457
523,50-59,34635.462781572794
523,60-69,103821.23388289916
523,70-79,86315.45671452332
523,80+,64868.75187133775
524,50-59,37999.59368182769
524,60-69,91529.38707501975
524,70-79,78118.25626868277
524,80+,63081.039561291254
525,50-59,36132.51261785371
525,60-69,132014.78903564575
525,70-79,80268.07158394638
525,80+,61879.93269849313
526,50-59,32642.59938453971
526,60-69,76024.85298641522
526,70-79,89225.5426510158
526,80+,68860.7449873098
527,50-59,34864.38696381004
527,60-69,83088.932827666
527,70-79,84271.61302587962
527,80+,62259.24985437777
528,50-59,35935.76226151247
528,60-69,102696.16200304477
528,70-79,83131.24756899501
528,80+,62343.886242386114
529,50-59,37595.81516126659
529,60-69,83238.99329299114
529,70-79,85432.09625002125
529,80+,65416.982591153646
530,50-59,32369.095854614297
530,60-69,86898.01719821799
530,70-79,80999.9618808137
530,80+,63507.769885716465
531,50-59,37638.18192049241
531,60-69,115526.89636664916
531,70-79,82270.66791527666
531,80+,63504.49377096233
532,50-59,35959.65337456554
532,60-69,84993.80942331036
532,70-79,75944.88535282166
532,80+,66879.95749040123
533,50-59,37189.450136591695
533,60-69,97926.57216795543
533,70-79,84040.75134335243
533,80+,64440.114945023495
534,50-59,35034.58788207266
534,60-69,101963.52189008496
534,70-79,81424.8076954793
534,80+,62421.643524107545
535,50-59,33040.34426578965
535,60-69,74102.75527549171
535,70-79,79173.31709875565
535,80+,62197.2008103081
536,50-59,33537.2059799612
536,60-69,113553.27945770699
536,70-79,89723.32610690696
536,80+,61603.206870706395
537,50-59,31734.393538927045
537,60-69,102802.99023637643
537,70-79,81622.50464007864
537,80+,63547.89961816712
538,50-59,36853.500880675485
538,60-69,76862.94600566894
538,70-79,81876.3721748916
538,80+,63720.14070796104
539,50-59,32344.93589951432
539,60-69,126135.98241495676
539,70-79,81225.13658710363
539,80+,68313.95564336625
540,50-59,34131.288094366544
540,60-69,109937.52018343755
540,70-79,81577.4402545797
540,80+,60323.56053945295
541,50-59,31584.521250488724
541,60-69,116241.00433442077
541,70-79,87492.21355663297
541,80+,65629.9449748123
542,50-59,35802.21707145292
542,60-69,107607.46070989329
542,70-79,84272.25457240625
542,80+,62839.7193838683
543,50-59,30339.0984988063
543,60-69,131554.88602551245
543,70-79,78786.1685030407
543,80+,63924.4804779697
544,50-59,31859.070162014563
544,60-69,86552.8832348163
544,70-79,85303.1149154633
544,80+,58630.40521148398
545,50-59,32914.56619576708
545,60-69,94091.29345590385
545,70-79,79657.56571128202
545,80+,65430.43936970882
546,50-59,30234.588490699763
546,60-69,110029.34483886087
546,70-79,82246.12820733062
546,80+,61680.43875764722
547,50-59,36082.16634985601
547,60-69,100148.11907564494
547,70-79,90332.63359036323
547,80+,60702.21069543837
548,50-59,35293.13862071118
548,60-69,83944.77831073327
548,70-79,83882.71473957846
548,80+,65527.88815743891
549,50-59,37311.3325802955
549,60-69,131406.05208637455
549,70-79,87615.13041843876
549,80+,62433.0602036874
550,50-59,35627.30770526614
550,60-69,95928.59204102366
550,70-79,87350.17778782135
550,80+,62414.00216800989
551,50-59,26572.733477008438
551,60-69,82189.77210642549
551,70-79,81318.86454848356
551,80+,62460.67884281295
552,50-59,35197.3722500195
552,60-69,97214.79978289496
552,70-79,84084.72984021984
552,80+,67823.46302528611
553,50-59,34017.17782126049
553,60-69,94026.42424598956
553,70-79,83582.94061554695
553,80+,66779.87435875622
554,50-59,35721.326128084205
554,60-69,99499.25923922473
554,70-79,81883.94110518975
554,80+,63612.88720958668
555,50-59,33845.75040560374
555,60-69,95337.36318646569
555,70-79,83931.1035061733
555,80+,64201.26352257689
556,50-59,35672.44340138346
556,60-69,79044.6691509052
556,70-79,82239.2813731613
556,80+,59251.722864931326
557,50-59,31173.846569282287
557,60-69,104105.90480684281
557,70-79,86854.8237247276
557,80+,58517.245134814686
558,50-59,31905.80798338119
558,60-69,104609.99747495461
558,70-79,83291.94304889358
558,80+,62943.649018663265
559,50-59,35145.68428510612
559,60-69,91501.5977619337
559,70-79,84357.58659250515
559,80+,61560.4669017135
560,50-59,36764.22559705475
560,60-69,122258.61100949867
560,70-79,88094.21476887894
560,80+,65935.06349033897
561,50-59,33204.18521658868
561,60-69,86058.66915686824
561,70-79,84403.93613453586
561,80+,61689.87691092353
562,50-59,31782.35062842671
562,60-69,81497.63148651549
562,70-79,84705.99476130526
562,80+,61374.59151082173
563,50-59,36397.26659087041
563,60-69,85126.67206371875
563,70-79,82602.61786234574
563,80+,63686.43616940862
564,50-59,32453.23510218064
564,60-69,111262.07722695741
564,70-79,83900.0813957899
564,80+,62119.61652069207
565,50-59,38264.80889347529
565,60-69,94360.39186603922
565,70-79,84633.19344425367
565,80+,64457.87509386988
566,50-59,32106.67915399572
566,60-69,114049.66836682736
566,70-79,85211.41521002416
566,80+,62172.84804407376
567,50-59,31415.29046443863
567,60-69,53595.40839310385
567,70-79,78689.92969021908
567,80+,62051.44314232193
568,50-59,33590.462179680595
568,60-69,98266.67741004367
568,70-79,86722.1112994479
568,80+,67654.67727982723
569,50-59,33396.13769379788
569,60-69,112493.07547004492
569,70-79,83603.05453138867
569,80+,62833.020276914016
570,50-59,28930.936940763164
570,60-69,80218.88939912301
570,70-79,86422.80796949405
570,80+,66485.68517369727
571,50-59,25469.00422512992
571,60-69,110507.90309789921
571,70-79,80861.7607521426
571,80+,64947.10838322734
572,50-59,42072.33318533135
572,60-69,89635.29640962966
572,70-79,85223.41978130704
572,80+,60039.72915971945
573,50-59,36258.974076957486
573,60-69,69340.30989445871
573,70-79,81268.07314337538
573,80+,61480.01750889454
574,50-59,37685.003067663354
574,60-69,102981.45184611385
574,70-79,83988.54238918597
574,80+,61004.01113050332
575,50-59,37052.09302650586
575,60-69,82242.73163540923
575,70-79,83037.55243104129
575,80+,61124.43778545385
576,50-59,34681.6499359843
576,60-69,99003.92359371498
576,70-79,89075.97881815294
576,80+,65157.710034306496
577,50-59,31373.99849608179
577,60-69,85115.57368148712
577,70-79,86587.4858710314
577,80+,65606.32288164839
578,50-59,29407.936984757536
578,60-69,83848.78171323039
578,70-79,80139.88138729135
578,80+,64357.726634387815
579,50-59,39726.58913167593
579,60-69,124516.75017280068
579,70-79,85341.12863529491
579,80+,64217.535579686555
580,50-59,31908.746348349185
580,60-69,128900.56378934857
580,70-79,84435.9056500424
580,80+,67259.5130120007
581,50-59,37589.33277235746
581,60-69,96173.67896643099
581,70-79,87280.8065133432
581,80+,67054.7702926186
582,50-59,33952.48332456666
582,60-69,73920.0454488191
582,70-79,84775.46558798235
582,80+,61798.59131567135
583,50-59,30295.967687715205
583,60-69,77193.43598182761
583,70-79,83115.42199455813
583,80+,64199.18328910992
584,50-59,40069.677948836325
584,60-69,99812.9743795596
584,70-79,82737.57534270163
584,80+,63989.95371955318
585,50-59,35070.20271899147
585,60-69,112724.22141568482
585,70-79,81161.16262830007
585,80+,65051.65564308597
586,50-59,35568.464277382176
586,60-69,94083.73090575605
586,70-79,84622.22067266052
586,80+,66158.2634096795
587,50-59,35748.55361839653
587,60-69,74172.39695712087
587,70-79,84257.8117567084
587,80+,62842.20482398271
588,50-59,32522.759463229955
588,60-69,101074.85857075165
588,70-79,84595.3604078795
588,80+,61764.48837809553
589,50-59,33996.47033665372
589,60-69,124012.04349785476
589,70-79,81664.41445968873
589,80+,67898.24025970086
590,50-59,37185.02912214431
590,60-69,113110.0553058978
590,70-79,82612.72264588872
590,80+,62994.634546189496
591,50-59,38798.75780712682
591,60-69,102540.29598751856
591,70-79,79693.56841893015
591,80+,66528.14877930081
592,50-59,33398.05677394806
592,60-69,99353.26116006191
592,70-79,83470.11954367884
592,80+,63570.85263778544
593,50-59,31166.34174090698
593,60-69,105341.93450591408
593,70-79,91826.26556280268
593,80+,64220.66919613486
594,50-59,31472.753389444686
594,60-69,81986.7171663004
594,70-79,84583.36574470894
594,80+,66579.80901864887
595,50-59,35382.13928641465
595,60-69,99852.69918241883
595,70-79,84006.23514628164
595,80+,66688.37344584243
596,50-59,35654.21406745499
596,60-69,91872.52463016135
596,70-79,84267.13666919153
596,80+,63974.16700389451
597,50-59,30772.163029660253
597,60-69,116112.1753927248
597,70-79,79242.87454259752
597,80+,60631.84507386181
598,50-59,36193.520949985956
598,60-69,85153.51796446631
598,70-79,85357.07682877597
598,80+,63298.80785897001
599,50-59,37152.10048080853
599,60-69,82693.21052011904
599,70-79,91005.55685311469
599,80+,65298.48233074368
600,50-59,31632.642920134902
600,60-69,118052.28087783433
600,70-79,86584.07612702028
600,80+,61919.787125657436
601,50-59,36132.20933181943
601,60-69,112345.83589279541
601,70-79,77476.4845251936
601,80+,67821.20811648067
602,50-59,33317.70617926229
602,60-69,92196.14757577135
602,70-79,84416.29476294115
602,80+,65858.3438686745
603,50-59,31748.828867884295
603,60-69,82319.86923680532
603,70-79,81663.52698342348
603,80+,60782.219883722086
604,50-59,38913.89774459749
604,60-69,84294.77989195756
604,70-79,84987.05600278579
604,80+,63207.9641786478
605,50-59,33915.3164830287
605,60-69,110839.70531680621
605,70-79,79290.94988486636
605,80+,62030.793140922186
606,50-59,39865.68030043458
606,60-69,97037.96875982365
606,70-79,81898.02506951222
606,80+,66125.4744542306
607,50-59,34161.01779281783
607,60-69,110058.7066929325
607,70-79,80237.69964990726
607,80+,59127.0774669547
608,50-59,31133.191938257718
608,60-69,119364.85978092947
608,70-79,88658.15897446213
608,80+,64115.33191219951
609,50-59,31200.802903259384
609,60-69,90271.67103942481
609,70-79,88504.14711511275
609,80+,61227.40456701346
610,50-59,33017.22972859138
610,60-69,98783.286654708485
610,70-79,83815.57281893861
610,80+,65258.933472968914
611,50-59,35601.9145076569
611,60-69,93702.26140483198
611,70-79,87086.60848521617
611,80+,65768.64070947218
612,50-59,31090.178473450385
612,60-69,92130.1654976635
612,70-79,84978.53202532859
612,80+,63820.9990857485
613,50-59,30546.9607349218
613,60-69,104427.2113805009
613,70-79,87891.62279546795
613,80+,63855.5693371723
614,50-59,37255.14839253109
614,60-69,121425.21303591377
614,70-79,84691.99424486939
614,80+,62599.18754298245
615,50-59,32953.84830830926
615,60-69,119912.83182626174
615,70-79,84075.82508999467
615,80+,63127.213782050094
616,50-59,40282.313582840616
616,60-69,62924.76468260593
616,70-79,89551.9639397766
616,80+,63664.51104933046
617,50-59,36403.789445064256
617,60-69,99754.92208911889
617,70-79,85976.83318199612
617,80+,60988.217035635484
618,50-59,34581.76533968876
618,60-69,92201.42157539037
618,70-79,79086.27352601304
618,80+,65045.102265348876
619,50-59,34478.122809007626
619,60-69,79142.03553313583
619,70-79,81964.60218586675
619,80+,63850.855710321885
620,50-59,34035.688144387685
620,60-69,99268.27048049144
620,70-79,81537.31715915783
620,80+,64611.43205508495
621,50-59,35571.40533173977
621,60-69,79909.32235127564
621,70-79,84270.03924777285
621,80+,66216.63374247514
622,50-59,32526.885816604667
622,60-69,78209.15260897714
622,70-79,82418.6349307988
622,80+,60777.89126543483
623,50-59,37056.740242149455
623,60-69,61966.65643198771
623,70-79,86194.9425106581
623,80+,61016.90409868398
624,50-59,41084.01153743413
624,60-69,104853.77310509486
624,70-79,81311.88086820731
624,80+,65168.04230985896
625,50-59,25470.83681867665
625,60-69,107267.92230173196
625,70-79,85717.84881610912
625,80+,63689.804545194114
626,50-59,32628.526624659997
626,60-69,137886.0607346773
626,70-79,82275.3076793427
626,80+,68381.14263446974
627,50-59,35196.31180419573
627,60-69,87911.61936432276
627,70-79,85235.80472611547
627,80+,60804.854878452854
628,50-59,40159.57471647607
628,60-69,111078.34298840894
628,70-79,81994.01096886043
628,80+,61497.45085262181
629,50-59,34731.09132551918
629,60-69,101384.53713796679
629,70-79,89081.57702668337
629,80+,64817.6939928283
630,50-59,31268.907667539097
630,60-69,84477.0769199293
630,70-79,82453.69808139506
630,80+,64656.409079334015
631,50-59,33502.22725913814
631,60-69,89795.82614158031
631,70-79,87957.23308602427
631,80+,66024.67368633304
632,50-59,40147.465577005976
632,60-69,69759.16958498179
632,70-79,88322.13839001514
632,80+,63467.206855733624
633,50-59,33561.03617826045
633,60-69,100090.0696380957
633,70-79,86775.5775007682
633,80+,61548.062956273934
634,50-59,36674.5355397293
634,60-69,76986.97364873321
634,70-79,86650.09633737359
634,80+,65120.475564053304
635,50-59,39604.45351247745
635,60-69,97744.27528036482
635,70-79,80846.37909097124
635,80+,65395.02293911491
636,50-59,31085.5631785109
636,60-69,72506.32305096934
636,70-79,83730.5579625477
636,80+,64889.21425244776
637,50-59,34313.94739651697
637,60-69,119554.32388770908
637,70-79,82498.67571121553
637,80+,68200.054824963
638,50-59,36570.001902489326
638,60-69,108417.90195795363
638,70-79,84757.07871763935
638,80+,68585.05081972247
639,50-59,37184.993139023296
639,60-69,121671.7366019164
639,70-79,82938.16574887
639,80+,61469.12363647478
640,50-59,34777.28118699436
640,60-69,119958.30136903939
640,70-79,82588.61962009277
640,80+,65529.55757397032
641,50-59,29571.597419207537
641,60-69,131086.02171785923
641,70-79,84249.66588803065
641,80+,66987.24509556063
642,50-59,35920.064859233215
642,60-69,105795.00657352289
642,70-79,86105.62312380617
642,80+,60885.14802246821
643,50-59,32227.58418310746
643,60-69,86991.751506951
643,70-79,81676.37197493836
643,80+,64623.95492586829
644,50-59,37924.78666405535
644,60-69,129354.33658042394
644,70-79,85758.96385156183
644,80+,70144.22174519642
645,50-59,31964.95922931392
645,60-69,89870.57366936388
645,70-79,85303.44943555933
645,80+,62855.34095217655
646,50-59,36586.73690711106
646,60-69,102496.18543778089
646,70-79,85692.40901303325
646,80+,62697.82102062097
647,50-59,35724.35846285658
647,60-69,127320.3958415581
647,70-79,87674.07510686765
647,80+,66331.96445540772
648,50-59,30300.016035718178
648,60-69,94807.88435106064
648,70-79,86673.15672237032
648,80+,64792.43834971467
649,50-59,32535.08177802729
649,60-69,110831.34581153825
649,70-79,84747.80486807821
649,80+,62187.88197935448
650,50-59,35210.548781144425
650,60-69,68103.3823969636
650,70-79,85374.63801526236
650,80+,66939.25633598695
651,50-59,32148.139807228872
651,60-69,117121.95955015154
651,70-79,83269.5463246328
651,80+,64519.662387424745
652,50-59,37150.43753381167
652,60-69,105717.13591643641
652,70-79,88183.41144940926
652,80+,64115.52468488817
653,50-59,33950.648357735845
653,60-69,105994.72494608021
653,70-79,82677.2453500775
653,80+,65823.37325011237
654,50-59,31633.395852797752
654,60-69,88199.09629504199
654,70-79,82712.84948253524
654,80+,59147.86826829363
655,50-59,33155.372571342465
655,60-69,121898.78195914187
655,70-79,85877.49892628004
655,80+,65649.95859429252
656,50-59,34386.24940571903
656,60-69,96713.22372854345
656,70-79,83865.0624272962
656,80+,66235.51432135655
657,50-59,33518.53362938548
657,60-69,89787.37641732114
657,70-79,80890.38425512123
657,80+,64787.98068329482
658,50-59,32775.51868379684
658,60-69,107729.10248888853
658,70-79,82875.95099590611
658,80+,62108.49541987854
659,50-59,34281.62447337012
659,60-69,94756.58469234094
659,70-79,84002.70317968787
659,80+,66401.73080350203
660,50-59,36997.75937438178
660,60-69,125674.57206045548
660,70-79,85811.42286549498
660,80+,63155.66509872224
661,50-59,37912.25838944212
661,60-69,51401.64824111695
661,70-79,84373.20850567262
661,80+,63681.78550479778
662,50-59,38495.23847836628
662,60-69,97318.24589254161
662,70-79,86050.43622289992
662,80+,60906.200778067345
663,50-59,34735.82434626121
663,60-69,56844.18287921763
663,70-79,86394.15381104086
663,80+,65719.04584065729
664,50-59,34006.614725297004
664,60-69,113852.76739122575
664,70-79,86361.6239583836
664,80+,63447.76196917489
665,50-59,32246.413346717574
665,60-69,119953.22291444776
665,70-79,79105.67009674828
665,80+,63531.08837600767
666,50-59,30768.630439383553
666,60-69,122792.13550814927
666,70-79,84046.82198630825
666,80+,62273.269346885216
667,50-59,35023.42933042408
667,60-69,91590.87240924737
667,70-79,83126.926022389
667,80+,63662.16960685004
668,50-59,32744.156746054316
668,60-69,67059.72502836939
668,70-79,77239.87631607716
668,80+,63383.99818374842
669,50-59,32673.82634073498
669,60-69,87621.19821346771
669,70-79,77854.59236753623
669,80+,65841.24135350875
670,50-59,34312.88495981851
670,60-69,112708.57196655612
670,70-79,83484.35357006967
670,80+,64730.45575402121
671,50-59,34966.05264384928
671,60-69,95546.86317655699
671,70-79,82705.14099695762
671,80+,63454.078330315744
672,50-59,32228.463849841613
672,60-69,132942.85788452523
672,70-79,85542.58396404232
672,80+,59063.18780082401
673,50-59,32327.529516483846
673,60-69,102618.78476566426
673,70-79,89123.59238198954
673,80+,65057.67106296556
674,50-59,34577.82737754429
674,60-69,79441.12205718913
674,70-79,81593.10864170143
674,80+,67151.58276955828
675,50-59,34936.53667804295
675,60-69,77705.10068725419
675,70-79,76174.21944269011
675,80+,66821.02506153655
676,50-59,33732.27352023095
676,60-69,87441.80255243348
676,70-79,85555.67754916861
676,80+,63637.89545694299
677,50-59,28338.26023329919
677,60-69,78511.2872011529
677,70-79,85978.1716505981
677,80+,62779.143295303744
678,50-59,33018.47557279619
678,60-69,72919.25240105932
678,70-79,85308.17230460787
678,80+,63736.012427915906
679,50-59,29160.60903498732
679,60-69,38737.43877157807
679,70-79,85299.84955126695
679,80+,63253.10604680239
680,50-59,35264.1712245162
680,60-69,82382.80743927737
680,70-79,87473.37671061637
680,80+,61722.822570045275
681,50-59,32767.986574013452
681,60-69,93544.52493802331
681,70-79,82981.49537500113
681,80+,64881.5270936466
682,50-59,35947.3378808239
682,60-69,92932.39380977838
682,70-79,88449.89987964451
682,80+,58026.35861768899
683,50-59,33718.154878323585
683,60-69,111666.07957759559
683,70-79,80980.57904106543
683,80+,60469.23839017266
684,50-59,29081.34352282386
684,60-69,103863.05521056488
684,70-79,80458.96332921348
684,80+,68488.3252790742
685,50-59,29090.95587931652
685,60-69,93163.80244519009
685,70-79,87615.46297798338
685,80+,62224.95475075129
686,50-59,33863.42183477168
686,60-69,92471.96624114043
686,70-79,88696.66945267368
686,80+,61931.119184165866
687,50-59,29552.02567046343
687,60-69,94966.1721956493
687,70-79,86736.01303484439
687,80+,66592.7945510081
688,50-59,33896.328307526324
688,60-69,110294.89583994745
688,70-79,85477.49132763705
688,80+,61965.173536128204
689,50-59,33630.74253411355
689,60-69,98944.06396278029
689,70-79,85858.67068382588
689,80+,64575.535771242714
690,50-59,36605.04206192401
690,60-69,102356.70209456605
690,70-79,87191.26307504566
690,80+,63259.85329931494
691,50-59,35421.36226110187
691,60-69,68896.98229347588
691,70-79,88847.25726079142
691,80+,60650.21142131237
692,50-59,40841.45585171389
692,60-69,97644.77607720174
692,70-79,85629.12005358837
692,80+,66603.18459089955
693,50-59,39570.39339117029
693,60-69,98557.09112928029
693,70-79,79934.05120290664
693,80+,68656.03229081628
694,50-59,32429.5815147408
694,60-69,136799.84874147948
694,70-79,86312.43986355081
694,80+,67198.74575761681
695,50-59,26669.633546876466
695,60-69,85487.8696246438
695,70-79,80921.63940506379
695,80+,65576.830845403485
696,50-59,35152.48403163327
696,60-69,126243.88789751075
696,70-79,85292.58488089385
696,80+,62097.43016295551
697,50-59,29628.493703086544
697,60-69,79797.99322483886
697,70-79,80661.92747079399
697,80+,64303.52384624639
698,50-59,29478.891235093935
698,60-69,113462.33002235039
698,70-79,85546.14108214813
698,80+,66212.85257667629
699,50-59,36644.5486199897
699,60-69,95537.0731983925
699,70-79,82804.26596523204
699,80+,66367.09962571175
700,50-59,36876.42670478444
700,60-69,101776.93311652122
700,70-79,87484.6652335166
700,80+,66266.90500344505
701,50-59,31308.91500772967
701,60-69,75947.14906842128
701,70-79,79921.4130713226
701,80+,66233.56486386691
702,50-59,35075.57537479674
702,60-69,113623.02285870297
702,70-79,83296.55113897138
702,80+,59938.46223957869
703,50-59,32768.19846227283
703,60-69,113357.1137590602
703,70-79,79073.46182871515
703,80+,65509.599244577505
704,50-59,31452.153761780213
704,60-69,71308.94051877696
704,70-79,82446.5645018749
704,80+,61648.01425056758
705,50-59,32769.473170881945
705,60-69,77468.37061470824
705,70-79,78757.37141277485
705,80+,62182.19647400705
706,50-59,28865.813009300993
706,60-69,87535.8636344636
706,70-79,84528.9899522672
706,80+,65807.85575957983
707,50-59,29293.167288126337
707,60-69,66694.58514462868
707,70-79,78846.45744531752
707,80+,63381.590053317384
708,50-59,32469.549228556058
708,60-69,120281.76220406656
708,70-79,83404.5062669813
708,80+,59196.86727964136
709,50-59,37048.29411405246
709,60-69,112994.3297842376
709,70-79,78868.4500526071
709,80+,65457.89238380823
710,50-59,31724.63230963641
710,60-69,135849.9582503214
710,70-79,82654.87442243115
710,80+,69693.23966944
711,50-59,31705.998623891606
711,60-69,105688.07716690406
711,70-79,87749.79772582251
711,80+,64987.97304123261
712,50-59,38034.12617469526
712,60-69,80724.67600198738
712,70-79,81045.9145346666
712,80+,64403.17828377156
713,50-59,31104.542876282758
713,60-69,112404.8623492124
713,70-79,81040.55152544865
713,80+,66974.05426345703
714,50-59,37305.44445716997
714,60-69,109648.53306162987
714,70-79,79263.92007023092
714,80+,62428.34966147968
715,50-59,29070.66364835742
715,60-69,96823.03898525544
715,70-79,81641.85097046942
715,80+,63723.412292957364
716,50-59,34301.5025464424
716,60-69,93993.55963025296
716,70-79,85600.32370142743
716,80+,63100.70257309117
717,50-59,34019.99543716672
717,60-69,73430.01101386535
717,70-79,87676.78648048767
717,80+,68259.37039690839
718,50-59,34795.48684095875
718,60-69,127930.90467855874
718,70-79,81559.95029426193
718,80+,65418.543383360964
719,50-59,35112.45437583405
719,60-69,35079.80581026697
719,70-79,79837.18897073723
719,80+,63288.3771238423
720,50-59,39900.44821159813
720,60-69,106302.0811452094
720,70-79,86320.33987628396
720,80+,63068.6388753673
721,50-59,30542.89083899667
721,60-69,106297.96540117738
721,70-79,79654.04870695202
721,80+,62842.5535451229
722,50-59,33352.27971985781
722,60-69,68705.35643982494
722,70-79,92930.10537375743
722,80+,61334.7313631021
723,50-59,33843.906145753484
723,60-69,60530.49458515704
723,70-79,86732.68801975994
723,80+,61981.09273824029
724,50-59,33656.79136884338
724,60-69,77871.84847440821
724,70-79,86116.11478678662
724,80+,64968.15398964257
725,50-59,35782.976625653384
725,60-69,94327.27734201349
725,70-79,89506.54079772341
725,80+,66297.4122078953
726,50-59,33522.73877239943
726,60-69,110874.95842629776
726,70-79,83043.14131386188
726,80+,64341.12174400385
727,50-59,31690.944328410835
727,60-69,82501.05052815238
727,70-79,86688.54476814638
727,80+,60640.84416700641
728,50-59,33959.30764481277
728,60-69,90124.0172905172
728,70-79,81746.99592607215
728,80+,58476.12485040104
729,50-59,31053.162525232536
729,60-69,112167.52803020854
729,70-79,76721.34762396725
729,80+,62831.361840457736
730,50-59,34117.56175275079
730,60-69,77466.54411080672
730,70-79,84788.32794354744
730,80+,62552.72348972376
731,50-59,33363.08167106384
731,60-69,103260.81309782073
731,70-79,79172.043608719
731,80+,66538.7511942763
732,50-59,35835.9969590931
732,60-69,58199.10011464583
732,70-79,80948.13496794568
732,80+,58701.78580772914
733,50-59,35839.514865257406
733,60-69,93774.24873616315
733,70-79,80422.51402577669
733,80+,63483.97164810599
734,50-59,35801.43283194715
734,60-69,109582.12065737165
734,70-79,82363.4319677527
734,80+,64932.51932079096
735,50-59,35663.38148734991
735,60-69,82859.89083900402
735,70-79,80183.0132848771
735,80+,64597.467772543176
736,50-59,32466.79541394826
736,60-69,112135.99417597108
736,70-79,82168.17735003716
736,80+,62999.945398165095
737,50-59,32463.01860270629
737,60-69,104309.58211583018
737,70-79,86678.93995573091
737,80+,64015.76329749181
738,50-59,33598.64656055433
738,60-69,90895.76924516179
738,70-79,79831.3564958218
738,80+,63608.0798599391
739,50-59,28296.3849404161
739,60-69,110740.34611399197
739,70-79,82095.58955042929
739,80+,63319.45905475355
740,50-59,34665.97905660519
740,60-69,87814.60215695834
740,70-79,86179.47061065408
740,80+,60809.20865560963
741,50-59,28884.517130151024
741,60-69,108569.66458649188
741,70-79,81241.60214103274
741,80+,64250.99150268496
742,50-59,30799.401991212715
742,60-69,91931.67568225462
742,70-79,87148.83977902003
742,80+,64393.30968463751
743,50-59,32516.474907915497
743,60-69,82353.70313735442
743,70-79,83012.40534172363
743,80+,66520.71313533984
744,50-59,33771.86430227806
744,60-69,117100.53738682788
744,70-79,82889.96221263689
744,80+,62432.143901156895
745,50-59,31174.37253789544
745,60-69,106711.5199460901
745,70-79,82283.48256797607
745,80+,63756.370288233215
746,50-59,31990.831794172962
746,60-69,88847.07269349399
746,70-79,87267.97015785836
746,80+,65434.20528164022
747,50-59,29863.166704347117
747,60-69,98925.4147288788
747,70-79,89823.6491544223
747,80+,64458.05117970548
748,50-59,36950.361726706644
748,60-69,99947.37433627222
748,70-79,85020.94292372314
748,80+,62940.141493131676
749,50-59,35405.71184880892
749,60-69,78120.33516860589
749,70-79,85552.37392021313
749,80+,64664.27421987918
750,50-59,33720.41034972157
750,60-69,108992.92016258603
750,70-79,81572.93080978368
750,80+,64903.334158859616
751,50-59,35435.47044049375
751,60-69,93300.30845459097
751,70-79,82052.32441311254
751,80+,64825.89678839997
752,50-59,34595.40297052128
752,60-69,94826.54588496962
752,70-79,88295.30962250888
752,80+,63275.988248672824
753,50-59,38794.573946554454
753,60-69,83992.52997327276
753,70-79,79989.94986346902
753,80+,67102.45426836745
754,50-59,31620.322328127007
754,60-69,76322.26453414369
754,70-79,85484.99324170635
754,80+,66264.44792567327
755,50-59,31184.95604266702
755,60-69,90607.9786644443
755,70-79,85222.00897063293
755,80+,63007.315028619414
756,50-59,33615.5124198966
756,60-69,101933.36721647652
756,70-79,89261.37128692586
756,80+,62976.43910185232
757,50-59,31782.475478208642
757,60-69,110766.47575519083
757,70-79,85408.56157326877
757,80+,67582.9295083929
758,50-59,32614.14186523293
758,60-69,105783.43389492997
758,70-79,83854.62329429711
758,80+,65685.29457184256
759,50-59,36833.38202552214
759,60-69,89937.50542716026
759,70-79,82408.61507602346
759,80+,62780.35299275572
760,50-59,33759.741592272985
760,60-69,75735.054898579
760,70-79,82167.97020337287
760,80+,61649.94223164849
761,50-59,37964.559879536704
761,60-69,78305.71760496382
761,70-79,85862.61237334802
761,80+,64664.544781660625
762,50-59,36308.975211872086
762,60-69,75452.38737302112
762,70-79,84625.21247486676
762,80+,68233.68718543986
763,50-59,34145.224899757464
763,60-69,86157.35281331459
