sample,agegroup,diff_cum
73,70-79,40049.74623832117
73,80+,45734.815790842345
74,50-59,4423.376605168788
74,60-69,32244.809623423953
74,70-79,38488.34216388528
74,80+,49620.68647618609
75,50-59,3074.83179225932
75,60-69,29000.787846885894
75,70-79,40409.77635429728
75,80+,45567.96219390708
76,50-59,4470.945770516142
76,60-69,34242.69809242984
76,70-79,40908.711391980825
76,80+,44515.76514573977
77,50-59,3852.7744073087574
77,60-69,35042.81435215063
77,70-79,40540.72802986323
77,80+,46821.97250174632
78,50-59,5851.285484590892
78,60-69,33245.85965633852
78,70-79,43202.55509428449
78,80+,45183.22234150001
79,50-59,4547.249086039596
79,60-69,34691.423041064656
79,70-79,41515.585294773904
79,80+,47791.674158682494
80,50-59,5314.639939584826
80,60-69,31650.405667724488
80,70-79,43510.33253365346
80,80+,46038.88596873792
81,50-59,4169.1586332696725
81,60-69,33579.96167057548
81,70-79,42328.74660203731
81,80+,44625.76529361571
82,50-59,4243.048854819212
82,60-69,30777.837599858027
82,70-79,40285.794426887194
82,80+,44767.2524106217
83,50-59,6900.392466601216
83,60-69,32314.196793718213
83,70-79,41753.70254350243
83,80+,43889.51909518334
84,50-59,6644.8793253098265
84,60-69,32485.45980373415
84,70-79,40111.82341095438
84,80+,46153.913463534656
85,50-59,6061.648831306282
85,60-69,32065.18546277773
85,70-79,40367.65481390468
85,80+,44812.98368084907
86,50-59,5478.277914791711
86,60-69,29154.260200098695
86,70-79,40925.88673384088
86,80+,42643.72765811384
87,50-59,4423.673279626066
87,60-69,33924.806414105136
87,70-79,43638.16578979756
87,80+,47326.28398954633
88,50-59,4206.684051388294
88,60-69,31479.585325162356
88,70-79,42656.75555640331
88,80+,45910.4592863867
89,50-59,5247.484991693186
89,60-69,31704.82643851085
89,70-79,41723.3257350409
89,80+,44923.52887666448
90,50-59,5796.472858835994
90,60-69,30734.96712897399
90,70-79,39583.004673015676
90,80+,46140.52572066847
91,50-59,7520.593748390618
91,60-69,31667.474120579856
91,70-79,40295.816747218065
91,80+,42589.054476094345
92,50-59,5866.255410168793
92,60-69,34894.875259590415
92,70-79,41465.47611079852
92,80+,47556.7453678644
93,50-59,5717.771156490391
93,60-69,35015.78735175686
93,70-79,40042.935777855426
93,80+,44209.641387301446
94,50-59,4948.77058750744
94,60-69,30814.37900573937
94,70-79,41317.65060563854
94,80+,42814.77598283857
95,50-59,5737.532531578412
95,60-69,34310.78842343064
95,70-79,39020.825262496925
95,80+,47063.519507549514
96,50-59,3114.685610286887
96,60-69,31929.228487315333
96,70-79,40438.730371191654
96,80+,49337.53488872819
97,50-59,6721.9740769713235
97,60-69,33699.19395089341
97,70-79,41671.847881345755
97,80+,44347.14244003246
98,50-59,3338.281287056623
98,60-69,31332.68306616349
98,70-79,39354.266700612134
98,80+,47457.91381490656
99,50-59,5040.966538964733
99,60-69,31541.57043128216
99,70-79,42298.357237114054
99,80+,44771.10236363214
100,50-59,6245.631851978819
100,60-69,28964.14964234835
100,70-79,39173.598645317834
100,80+,46216.23087899659
101,50-59,4107.144298693641
101,60-69,35564.79743404983
101,70-79,42940.390400824115
101,80+,46495.23112461602
102,50-59,5174.5839029228155
102,60-69,32507.734637561272
102,70-79,41798.07524391806
102,80+,43754.47019417821
103,50-59,6254.764521367879
103,60-69,32948.55637742634
103,70-79,40209.89820331907
103,80+,45343.30657719137
104,50-59,5264.046885372653
104,60-69,34136.78304438957
104,70-79,40927.2934824586
104,80+,46111.14114722376
105,50-59,4182.930027735599
105,60-69,32520.765578331804
105,70-79,38811.29185343486
105,80+,43277.93932674871
106,50-59,5720.754117067095
106,60-69,30990.81701503684
106,70-79,42519.305031025375
106,80+,43518.78599546199
107,50-59,5194.195858237136
107,60-69,33741.057403406565
107,70-79,40401.62297434708
107,80+,44849.34337393081
108,50-59,5584.851343746122
108,60-69,33589.41816059281
108,70-79,39087.08978622609
108,80+,43558.17666841242
109,50-59,5561.457678687764
109,60-69,35844.068860629865
109,70-79,41135.537103761395
109,80+,46762.02254876453
110,50-59,5810.326180339418
110,60-69,32140.77070660042
110,70-79,41977.46587407341
110,80+,43837.261763049166
111,50-59,5100.864943086024
111,60-69,31059.0229327865
111,70-79,43904.42277791378
111,80+,45510.60732363021
112,50-59,5498.673953151451
112,60-69,29838.339985434275
112,70-79,42455.775390098235
112,80+,46397.42583428654
113,50-59,5709.767684003623
113,60-69,33202.31927263842
113,70-79,40076.60514420363
113,80+,45434.74471565701
114,50-59,3433.5707694220678
114,60-69,34303.39197335681
114,70-79,42028.91122845276
114,80+,43021.38994494459
115,50-59,4726.223042203447
115,60-69,31942.13039810979
115,70-79,41182.63489537538
115,80+,44893.39219805341
116,50-59,4514.402915889321
116,60-69,32928.17373837114
116,70-79,37355.62884284451
116,80+,46293.15633938928
117,50-59,6308.761086480511
117,60-69,31982.416362849897
117,70-79,41869.97981767249
117,80+,45883.423772387156
118,50-59,5488.061380803143
118,60-69,34473.089290636584
118,70-79,38020.24936155299
118,80+,42255.5081380878
119,50-59,1798.4796940879487
119,60-69,31509.562242112956
119,70-79,41701.034042452746
119,80+,45047.88535111855
120,50-59,6380.157464745502
120,60-69,32073.181476320937
120,70-79,41612.354657178956
120,80+,49315.69080536419
121,50-59,4884.071985207752
121,60-69,33804.045602559214
121,70-79,42087.82423756787
121,80+,45303.714677120006
122,50-59,3686.9100282769873
122,60-69,31466.272107831403
122,70-79,38745.71770924199
122,80+,48619.744043637766
123,50-59,4856.926735461201
123,60-69,32346.325138410844
123,70-79,42060.30591691846
123,80+,45943.58619247416
124,50-59,6321.250054162388
124,60-69,32404.330772926125
124,70-79,41984.611878101074
124,80+,45408.855614960754
125,50-59,6578.042791041777
125,60-69,32356.764676443698
125,70-79,38272.06888883679
125,80+,45434.5401919182
126,50-59,6191.216586397923
126,60-69,32713.17993856664
126,70-79,42302.883056099585
126,80+,45004.46558693552
127,50-59,5437.051993162063
127,60-69,32930.305303710105
127,70-79,39804.02315407326
127,80+,46788.71907931155
128,50-59,4454.081509732745
128,60-69,32190.464025737165
128,70-79,40593.30863054623
128,80+,47066.060834735144
129,50-59,5185.111752226854
129,60-69,32480.89112267668
129,70-79,41692.75415415056
129,80+,43436.17955930721
130,50-59,5479.052627933816
130,60-69,33313.942660170935
130,70-79,42216.54286946125
130,80+,49512.598519332474
131,50-59,6007.3823771294865
131,60-69,32792.58509397893
131,70-79,40350.641958043576
131,80+,49118.9374455771
132,50-59,4074.51791959305
132,60-69,32544.6597402249
132,70-79,41893.44981729065
132,80+,45611.63614290553
133,50-59,3611.9402220636157
133,60-69,30246.84948061439
133,70-79,40551.772739003034
133,80+,45366.856021080384
134,50-59,4041.749331234851
134,60-69,31059.735873988582
134,70-79,41444.520743497764
134,80+,50082.84067294468
135,50-59,5062.77285948339
135,60-69,31241.903002881758
135,70-79,39522.5926458009
135,80+,44330.18948960326
136,50-59,4396.2915384457865
136,60-69,30890.94122989629
136,70-79,43007.73595928661
136,80+,44876.117404907156
137,50-59,5893.738727040484
137,60-69,31814.504054236073
137,70-79,39848.25664044335
137,80+,47496.847113721306
138,50-59,3604.069468201716
138,60-69,30736.548335864798
138,70-79,38568.10169652885
138,80+,44205.413405037354
139,50-59,5993.789843927219
139,60-69,33990.58568853767
139,70-79,41025.18795055556
139,80+,43494.67913693002
140,50-59,4609.648221104392
140,60-69,34269.770580972625
140,70-79,41033.331486902105
140,80+,48486.45188858198
141,50-59,5098.976128247395
141,60-69,32289.388471465856
141,70-79,40979.64161133749
141,80+,48284.326223364835
142,50-59,3278.8379175773384
142,60-69,31839.401550481016
142,70-79,41139.77830101216
142,80+,44489.806318027935
143,50-59,7190.181165230781
143,60-69,32598.166962455896
143,70-79,37996.09818360261
143,80+,48319.101794163704
144,50-59,4583.067932180906
144,60-69,31861.618936481125
144,70-79,39563.67099946527
144,80+,48909.959828379026
145,50-59,6607.819883660814
145,60-69,34468.03184665496
145,70-79,40112.72340870575
145,80+,47006.85188762443
146,50-59,6779.2328293075625
146,60-69,34017.540713688606
146,70-79,40615.65422519774
146,80+,46315.982108907156
147,50-59,5788.383554326623
147,60-69,31774.669816241938
147,70-79,41223.069518351476
147,80+,46313.54866047872
148,50-59,5200.227999388454
148,60-69,32385.997467860103
148,70-79,41411.055525580115
148,80+,45049.80277238653
149,50-59,5491.21253881842
149,60-69,29664.378988886492
149,70-79,40464.027977535094
149,80+,45482.20849214242
150,50-59,4966.548198485955
150,60-69,29994.096295109845
150,70-79,42016.550988355004
150,80+,45481.26160064329
151,50-59,3353.7520744573853
151,60-69,31002.923334215186
151,70-79,41059.06789932383
151,80+,47496.896918776045
152,50-59,6359.128101905115
152,60-69,31047.551485754044
152,70-79,40148.50446652679
152,80+,44878.66364643319
153,50-59,4276.888066067094
153,60-69,33150.70135772645
153,70-79,38462.97678139474
153,80+,47396.01204894497
154,50-59,3669.2812855934603
154,60-69,33181.505636165144
154,70-79,37024.75529951694
154,80+,44287.83839071327
155,50-59,4976.540012712746
155,60-69,35368.50995324469
155,70-79,39565.090723156645
155,80+,44100.33336779759
156,50-59,6388.597510569773
156,60-69,31443.69352117388
156,70-79,42472.94987757916
156,80+,47561.14026759978
157,50-59,6927.042646226645
157,60-69,31982.07587221092
157,70-79,40849.86274731989
157,80+,44528.67989447835
158,50-59,4892.996401210099
158,60-69,30338.742960217794
158,70-79,40872.122520291356
158,80+,44453.82094320921
159,50-59,5248.484521621661
159,60-69,31875.33655623916
159,70-79,40381.98488165823
159,80+,47530.15183734069
160,50-59,6138.23745699296
160,60-69,34222.81230428452
160,70-79,39666.84344853456
160,80+,47494.333154156535
161,50-59,3936.7581594605167
161,60-69,33036.76130633829
161,70-79,38242.84267052547
161,80+,47924.83186137401
162,50-59,5940.983859672213
162,60-69,30966.394879021922
162,70-79,39545.59133950623
162,80+,48240.819388618416
163,50-59,2492.2025776857568
163,60-69,30935.800661515652
163,70-79,42189.50041318916
163,80+,48372.09889886058
164,50-59,3156.9450776061663
164,60-69,30627.01302015732
164,70-79,40907.683748561576
164,80+,45514.83254571094
165,50-59,5483.4772422183305
165,60-69,34594.15814600912
165,70-79,41571.01641866393
165,80+,46937.9300114189
166,50-59,5586.286266043315
166,60-69,32114.900547514902
166,70-79,39216.464027046226
166,80+,46483.60797480186
167,50-59,5882.7491030344145
167,60-69,33982.394753775494
167,70-79,40281.49004187171
167,80+,48283.90839798617
168,50-59,4149.430542989332
168,60-69,32983.83017551575
168,70-79,36660.54408017088
168,80+,44488.18828285473
169,50-59,5585.840869374492
169,60-69,31474.402300312904
169,70-79,42581.13561621817
169,80+,45799.877994813476
170,50-59,4891.918718307288
170,60-69,31519.565243512723
170,70-79,41515.38554743043
170,80+,45209.28393905953
171,50-59,6352.6849114514735
171,60-69,32438.535910173643
171,70-79,40129.15139443288
171,80+,45961.21683677264
172,50-59,6354.166805542629
172,60-69,31614.293201123426
172,70-79,42369.99376405603
172,80+,48343.13364606833
173,50-59,3016.830675957145
173,60-69,32720.810909354805
173,70-79,40891.21699111445
173,80+,49517.93684077029
174,50-59,2698.653070744475
174,60-69,34160.12559398149
174,70-79,39013.21547148693
174,80+,45481.09507057909
175,50-59,4284.43416422899
175,60-69,31306.25724532105
175,70-79,39333.791942759366
175,80+,43443.63867044889
176,50-59,5289.262293137154
176,60-69,34887.07157116044
176,70-79,40190.54801602434
176,80+,45423.894430703775
177,50-59,6091.441718045368
177,60-69,32766.893210566916
177,70-79,38752.55071809094
177,80+,48962.35437466966
178,50-59,3581.517640478963
178,60-69,34659.772404627925
178,70-79,39523.86091998501
178,80+,45307.921921489
179,50-59,6651.022130095522
179,60-69,32575.101526440183
179,70-79,41040.19570437178
179,80+,49399.044800529875
180,50-59,3781.304544078718
180,60-69,32628.142164821882
180,70-79,41005.059402252606
180,80+,47055.75096539415
181,50-59,5136.687669548567
181,60-69,33207.61614944504
181,70-79,42794.147255581134
181,80+,49273.59706277781
182,50-59,5663.410317677788
182,60-69,30670.06690100213
182,70-79,39338.6960922781
182,80+,45265.930638129015
183,50-59,3838.615889702792
183,60-69,33731.67806389047
183,70-79,41765.3277965864
183,80+,45175.205732085764
184,50-59,4887.141847878579
184,60-69,30424.309129196747
184,70-79,44647.80973607459
184,80+,46556.92426733808
185,50-59,5886.632785957804
185,60-69,31298.540755135182
185,70-79,40094.35921935297
185,80+,48336.868484063256
186,50-59,5322.626616599874
186,60-69,32303.996371874873
186,70-79,41194.07498324625
186,80+,47496.64507099192
187,50-59,3182.4162633305386
187,60-69,31875.15699913718
187,70-79,39562.99410012748
187,80+,45552.156343931114
188,50-59,6145.53228170283
188,60-69,32945.16701694489
188,70-79,41891.36305511003
188,80+,45774.07119071212
189,50-59,8425.743688522614
189,60-69,31653.246527134666
189,70-79,40321.21877173224
189,80+,43360.835797822256
190,50-59,5187.858238903854
190,60-69,32471.923465945354
190,70-79,41911.61240979267
190,80+,47656.16950892824
191,50-59,4674.138694703742
191,60-69,34088.38765698068
191,70-79,40464.87514350629
191,80+,45386.84898595462
192,50-59,5871.787532936373
192,60-69,31366.354830212415
192,70-79,40231.07992009443
192,80+,43451.725592798386
193,50-59,3644.4013034806703
193,60-69,32694.491563539646
193,70-79,39748.56558051162
193,80+,43938.92147770768
194,50-59,5138.987029086733
194,60-69,34269.681180159765
194,70-79,41285.13070785339
194,80+,45585.90056387658
195,50-59,3901.5058540657237
195,60-69,32360.099265045756
195,70-79,41456.07320567422
195,80+,47111.91388583705
196,50-59,4830.863813510536
196,60-69,31461.59197365747
196,70-79,41206.24495231577
196,80+,49289.53565919165
197,50-59,5912.742485438878
197,60-69,33086.71044157074
197,70-79,42697.572391044574
197,80+,47320.92320769943
198,50-59,4546.71439744107
198,60-69,32105.762504933882
198,70-79,41065.48739778184
198,80+,45680.9769348764
199,50-59,4176.1792712239185
199,60-69,29864.65616711169
199,70-79,41485.31109317561
199,80+,46863.80576440165
200,50-59,6029.6735082738305
200,60-69,31902.914222774594
200,70-79,41645.170265659515
200,80+,43628.095742932055
201,50-59,4861.740518126901
201,60-69,32919.67604121711
201,70-79,40842.99127097008
201,80+,45864.93141684859
202,50-59,5331.742736145794
202,60-69,29708.132515976577
202,70-79,38402.52614986571
202,80+,44050.60794280039
203,50-59,5524.975141496293
203,60-69,34109.73384960626
203,70-79,39035.298849512656
203,80+,43764.58759708472
204,50-59,3903.839673665321
204,60-69,31814.16535444957
204,70-79,41917.503723692265
204,80+,45033.51938399109
205,50-59,4863.550989274125
205,60-69,31761.526639077314
205,70-79,42190.49626363408
205,80+,45629.86221758513
206,50-59,5146.149571327034
206,60-69,32278.92133483176
206,70-79,42638.7238418358
206,80+,45363.89956397404
207,50-59,5085.424767451939
207,60-69,33485.53745205403
207,70-79,41970.72915841295
207,80+,47284.19872981225
208,50-59,5766.976147261548
208,60-69,31985.83773217451
208,70-79,39823.66368334421
208,80+,46035.7588852485
209,50-59,5367.234339750833
209,60-69,31725.31717133729
209,70-79,40996.3504840192
209,80+,49729.71027023463
210,50-59,5730.099655661873
210,60-69,32890.77959341128
210,70-79,41098.77788446849
210,80+,48814.36980359739
211,50-59,5751.57154309266
211,60-69,32241.21106810235
211,70-79,43286.845440999125
211,80+,46470.771142116246
212,50-59,4455.378437587123
212,60-69,33631.26312592732
212,70-79,38904.44406411733
212,80+,46922.076796337125
213,50-59,6174.324209569325
213,60-69,31698.21547869284
213,70-79,40574.63309592638
213,80+,47614.11673577894
214,50-59,5560.613368225587
214,60-69,31185.958690950523
214,70-79,38072.34981975393
214,80+,44699.251467201066
215,50-59,4151.263594362401
215,60-69,30671.790962917337
215,70-79,41222.52780329601
215,80+,46079.49782351616
216,50-59,4998.385506132355
216,60-69,33448.9008925042
216,70-79,39903.31845048299
216,80+,47978.616988457994
217,50-59,5775.453991492996
217,60-69,32474.779476709562
217,70-79,39718.618056973304
217,80+,44037.308794893834
218,50-59,6019.087836697731
218,60-69,31800.87172934527
218,70-79,38977.800825065766
218,80+,45489.516343942356
219,50-59,6414.210303360273
219,60-69,32831.694465867666
219,70-79,39231.32797547358
219,80+,45604.32183945502
220,50-59,4900.094240335372
220,60-69,31516.248595114415
220,70-79,41230.23517593139
220,80+,45123.91910297172
221,50-59,5504.951155521501
221,60-69,33316.43358379
221,70-79,38479.21542118474
221,80+,47022.622499577374
222,50-59,4071.1033100899754
222,60-69,32157.207476916083
222,70-79,43949.53084760804
222,80+,47027.52820739688
223,50-59,4908.752135562598
223,60-69,33354.552261004625
223,70-79,40843.1654284299
223,80+,44320.88717032867
224,50-59,5530.692094473761
224,60-69,33500.050405757196
224,70-79,39598.597440189835
224,80+,43232.26504995262
225,50-59,5655.718094944655
225,60-69,31065.522177435512
225,70-79,41546.203186917934
225,80+,46054.62317505997
226,50-59,6289.250731697088
226,60-69,29574.033264975827
226,70-79,39072.10535476735
226,80+,43800.03633151004
227,50-59,5287.172615664272
227,60-69,32593.71520517503
227,70-79,40884.8777935273
227,80+,46493.732408749434
228,50-59,4713.688984371456
228,60-69,32552.91102663416
228,70-79,41882.990047515166
228,80+,47603.10175616657
229,50-59,5080.667286318655
229,60-69,31976.974295440494
229,70-79,39302.85635356349
229,80+,46733.15437113106
230,50-59,4368.51198689189
230,60-69,30291.863885355546
230,70-79,39997.0999196352
230,80+,46460.43256440894
231,50-59,5741.216092653087
231,60-69,33554.27916131966
231,70-79,44405.56924869127
231,80+,44471.591830513345
232,50-59,5550.177915883966
232,60-69,31316.22513027745
232,70-79,41422.89255736504
232,80+,41627.552506005486
233,50-59,3590.540098634556
233,60-69,31704.616378837327
233,70-79,42637.342606143146
233,80+,44153.829430991194
234,50-59,5242.337602333229
234,60-69,31081.174814653143
234,70-79,41105.47465162114
234,80+,47779.2943886443
235,50-59,6680.975015519783
235,60-69,32248.65256444084
235,70-79,41884.33872145515
235,80+,45378.062571651695
236,50-59,4729.127751394592
236,60-69,33794.5817811017
236,70-79,39273.65552659623
236,80+,45219.74186038752
237,50-59,5160.857013355142
237,60-69,33539.5178551214
237,70-79,40216.84468863603
237,80+,47112.1252146473
238,50-59,3117.445095796557
238,60-69,31620.76248323529
238,70-79,40590.02156289492
238,80+,47345.499780351114
239,50-59,4158.685456993665
239,60-69,33916.83872506783
239,70-79,42690.08833817884
239,80+,47217.514143261134
240,50-59,4275.3271776356405
240,60-69,33137.64576837077
240,70-79,40881.66602713365
240,80+,43067.52761341548
241,50-59,5833.198675602504
241,60-69,35154.115436782784
241,70-79,40392.75914639382
241,80+,41322.677145619375
242,50-59,5167.587586467294
242,60-69,30569.457403657638
242,70-79,40465.370927448945
242,80+,44669.73063659532
243,50-59,6699.594051509147
243,60-69,30595.817555341724
243,70-79,39760.668003682986
243,80+,47289.11262905351
244,50-59,4164.404473298965
244,60-69,28987.196455869846
244,70-79,42907.816117222144
244,80+,43896.604859219486
245,50-59,4314.198130453468
245,60-69,31790.855582857574
245,70-79,42746.84471547184
245,80+,45529.09638382253
246,50-59,5716.308048873427
246,60-69,31875.486449701162
246,70-79,40461.151850769376
246,80+,44941.780671521694
247,50-59,5758.302813032397
247,60-69,32821.19330555119
247,70-79,38659.89371105318
247,80+,50019.92350594878
248,50-59,5484.668474905669
248,60-69,30535.148402640116
248,70-79,38520.20303742823
248,80+,49399.961051744045
249,50-59,5161.622617850316
249,60-69,32507.6053343325
249,70-79,40084.31476679073
249,80+,51997.79655125574
250,50-59,3932.817966021364
250,60-69,33841.84484734744
250,70-79,39990.29124266291
250,80+,44552.1082522746
251,50-59,6641.985949233363
251,60-69,31256.525809380524
251,70-79,40117.09901196323
251,80+,46232.297633347735
252,50-59,5531.769515213048
252,60-69,32921.26295616993
252,70-79,39890.15149563832
252,80+,43043.592175903585
253,50-59,6531.288268123896
253,60-69,30369.82160930404
253,70-79,43340.71499904624
253,80+,48691.445834130434
254,50-59,4243.353112603369
